codice articolo;codice magazzino;anno;ordinato cliente;ordinato fornitore;prenotato cliente;carico;scarico;inventario
3786;00;2018;0;0;0;0;0;0
3809;00;2018;0;0;0;0;0;0
2512;00;2018;0;0;0;0;0;0
2178;00;2018;0;0;0;0;0;0
2383;00;2018;0;0;0;0;0;0
2604;00;2018;0;0;0;0;0;0
3830;00;2018;0;0;0;0;0;0
3670;00;2018;0;0;0;0;0;0
3953;00;2018;0;0;0;0;0;-3
3960;00;2018;0;0;0;0;0;2
3281;00;2018;0;0;0;0;0;0
2208;00;2018;0;0;0;0;0;0
3892;00;2018;0;0;0;0;0;78
0105;00;2018;0;7200;0;0;0;6437
0631;00;2018;0;3600;0;0;0;7787
0648;00;2018;0;3600;0;0;0;9754
0006;00;2018;0;0;0;0;0;8508
4004;00;2018;0;0;0;0;0;268
4011;00;2018;0;0;0;0;0;2148
4035;00;2018;0;0;0;0;0;828
4028;00;2018;0;0;0;0;0;456
3984;00;2018;0;0;0;0;0;21840
3991;00;2018;0;0;0;0;0;20801
0679;00;2018;0;7200;0;0;0;-4153
lumct6;00;2018;0;0;0;0;0;0
3915;00;2018;0;0;0;0;0;7692
3922;00;2018;0;0;0;0;0;0
4066;00;2018;0;0;0;0;0;40
4318;00;2018;0;0;0;0;0;0
4240;00;2018;0;0;0;0;0;0
4257;00;2018;0;0;0;0;0;11328
4226;00;2018;0;0;0;0;0;0
4233;00;2018;0;0;0;0;0;0
4219;00;2018;0;0;0;0;0;0
4264;00;2018;0;0;0;0;0;7450
4271;00;2018;0;0;0;0;0;20
4288;00;2018;0;0;0;0;0;54
4295;00;2018;0;0;0;0;0;0
4301;00;2018;0;0;0;0;0;456
4042;00;2018;0;0;0;0;0;0
4059;00;2018;0;0;0;0;0;0
5193;00;2018;0;0;0;0;0;445
5209;00;2018;0;0;0;0;0;1692
5216;00;2018;0;0;0;0;0;1096
5223;00;2018;0;0;0;0;0;1795
5230;00;2018;0;0;0;0;0;2724
5247;00;2018;0;0;0;0;0;2088
5254;00;2018;0;0;0;0;0;-36
5261;00;2018;0;0;0;0;0;-24
5278;00;2018;0;0;0;0;0;-66
5285;00;2018;0;0;0;0;0;-24
5292;00;2018;0;0;0;0;0;760
5308;00;2018;0;0;0;0;0;2273
5315;00;2018;0;0;0;0;0;2039
5322;00;2018;0;0;0;0;0;2777
5339;00;2018;0;0;0;0;0;1656
5346;00;2018;0;0;0;0;0;0
5353;00;2018;0;0;0;0;0;0
5360;00;2018;0;0;0;0;0;1
5377;00;2018;0;0;0;0;0;1
5384;00;2018;0;0;0;0;0;1
5391;00;2018;0;0;0;0;0;1548
5407;00;2018;0;0;0;0;0;198
5414;00;2018;0;0;0;0;0;-1792
7050;00;2018;0;0;0;0;0;1925
7067;00;2018;0;0;0;0;0;3590
7074;00;2018;0;0;0;0;0;0
7081;00;2018;0;0;0;0;0;-35
7098;00;2018;0;0;0;0;0;0
5735;00;2018;0;0;0;0;0;1728
5742;00;2018;0;0;0;0;0;2904
5551;00;2018;0;0;0;0;0;-199
5568;00;2018;0;0;0;0;0;1029
5575;00;2018;0;0;0;0;0;1032
5582;00;2018;0;0;0;0;0;0
5599;00;2018;0;0;0;0;0;396
5605;00;2018;0;0;0;0;0;1205
5612;00;2018;0;0;0;0;0;372
5629;00;2018;0;0;0;0;0;432
5636;00;2018;0;0;0;0;0;833
6565;00;2018;0;0;0;0;0;-1801
6237;00;2018;0;0;0;0;0;774
6244;00;2018;0;0;0;0;0;0
6251;00;2018;0;0;0;0;0;0
6268;00;2018;0;0;0;0;0;0
6275;00;2018;0;0;0;0;0;0
4561;00;2018;0;0;0;0;0;-18
4578;00;2018;0;0;0;0;0;1692
4585;00;2018;0;0;0;0;0;1386
4592;00;2018;0;0;0;0;0;1356
4608;00;2018;0;0;0;0;0;1495
4639;00;2018;0;0;0;0;0;204
4615;00;2018;0;0;0;0;0;690
4622;00;2018;0;0;0;0;0;1848
4646;00;2018;0;0;0;0;0;2772
4653;00;2018;0;0;0;0;0;804
4660;00;2018;0;0;0;0;0;228
4677;00;2018;0;0;0;0;0;1440
4684;00;2018;0;0;0;0;0;1764
4714;00;2018;0;0;0;0;0;844
4691;00;2018;0;0;0;0;0;1488
2666;00;2018;0;0;0;0;0;0
7166;00;2018;0;0;0;0;0;17528
7173;00;2018;0;0;0;0;0;28193
7180;00;2018;0;0;0;0;0;4055
7203;00;2018;0;0;0;0;0;360
7197;00;2018;0;0;0;0;0;2697
7210;00;2018;0;0;0;0;0;1221
7227;00;2018;0;0;0;0;0;530
7234;00;2018;0;0;0;0;0;30
7241;00;2018;0;0;0;0;0;2091
7272;00;2018;0;0;0;0;0;1164
7258;00;2018;0;0;0;0;0;2398
7265;00;2018;0;0;0;0;0;666
7296;00;2018;0;0;0;0;0;251
7289;00;2018;0;0;0;0;0;56
7357;00;2018;0;0;0;0;0;720
7333;00;2018;0;0;0;0;0;0
LNTCIT;00;2018;0;0;0;0;0;0
LNTCITSM;00;2018;0;0;0;0;0;0
SCOTCH;00;2018;0;0;0;0;0;0
4141;00;2018;0;0;0;0;0;2100
5759;00;2018;0;0;0;0;0;2688
5766;00;2018;0;0;0;0;0;-72
5421;00;2018;0;0;0;0;0;-1043
5438;00;2018;0;0;0;0;0;0
5445;00;2018;0;0;0;0;0;406
5452;00;2018;0;0;0;0;0;-144
5469;00;2018;0;0;0;0;0;0
5476;00;2018;0;0;0;0;0;-30624
5483;00;2018;0;0;0;0;0;0
5490;00;2018;0;0;0;0;0;0
5506;00;2018;0;0;0;0;0;2162
5513;00;2018;0;0;0;0;0;0
5520;00;2018;0;0;0;0;0;-120
5537;00;2018;0;0;0;0;0;-708
5544;00;2018;0;0;0;0;0;864
6282;00;2018;0;0;0;0;0;0
6299;00;2018;0;0;0;0;0;0
6305;00;2018;0;0;0;0;0;0
6312;00;2018;0;0;0;0;0;0
6329;00;2018;0;0;0;0;0;0
6336;00;2018;0;0;0;0;0;0
6343;00;2018;0;0;0;0;0;0
6350;00;2018;0;0;0;0;0;0
6367;00;2018;0;0;0;0;0;0
6374;00;2018;0;0;0;0;0;840
6381;00;2018;0;0;0;0;0;504
6398;00;2018;0;0;0;0;0;0
6404;00;2018;0;0;0;0;0;-12
6411;00;2018;0;0;0;0;0;624
6428;00;2018;0;0;0;0;0;0
6435;00;2018;0;0;0;0;0;-60
6442;00;2018;0;0;0;0;0;1278
6459;00;2018;0;0;0;0;0;0
6466;00;2018;0;0;0;0;0;-199
6473;00;2018;0;0;0;0;0;204
6480;00;2018;0;0;0;0;0;3048
6497;00;2018;0;0;0;0;0;3828
6503;00;2018;0;0;0;0;0;0
6510;00;2018;0;0;0;0;0;2040
6527;00;2018;0;0;0;0;0;3360
6534;00;2018;0;0;0;0;0;756
6541;00;2018;0;0;0;0;0;-72
6558;00;2018;0;0;0;0;0;0
5643;00;2018;0;0;0;0;0;1356
5650;00;2018;0;0;0;0;0;0
4707;00;2018;0;0;0;0;0;1620
4721;00;2018;0;0;0;0;0;1632
4738;00;2018;0;0;0;0;0;2856
4745;00;2018;0;0;0;0;0;3072
4752;00;2018;0;0;0;0;0;1248
4769;00;2018;0;0;0;0;0;3168
4790;00;2018;0;0;0;0;0;2520
4776;00;2018;0;0;0;0;0;3048
4783;00;2018;0;0;0;0;0;3120
4349;00;2018;0;0;0;0;0;0
4356;00;2018;0;0;0;0;0;0
4363;00;2018;0;0;0;0;0;0
4370;00;2018;0;0;0;0;0;0
4387;00;2018;0;0;0;0;0;0
4394;00;2018;0;0;0;0;0;0
4400;00;2018;0;0;0;0;0;0
4417;00;2018;0;0;0;0;0;0
4424;00;2018;0;0;0;0;0;0
4431;00;2018;0;0;0;0;0;0
4332;00;2018;0;0;0;0;0;-257
7043;00;2018;0;0;0;0;0;0
4103;00;2018;0;0;0;0;0;2280
4110;00;2018;0;0;0;0;0;576
4134;00;2018;0;0;0;0;0;216
4127;00;2018;0;0;0;0;0;0
4202;00;2018;0;0;0;0;0;99
4073;00;2018;0;0;0;0;0;39
4080;00;2018;0;0;0;0;0;441
3939;00;2018;0;0;0;0;0;0
2673;00;2018;0;0;0;0;0;435
7302;00;2018;0;0;0;0;0;3273
7319;00;2018;0;0;0;0;0;7836
7326;00;2018;0;0;0;0;0;1464
6862;00;2018;0;0;0;0;0;638
6794;00;2018;0;0;0;0;0;215
6800;00;2018;0;0;0;0;0;-68
6817;00;2018;0;0;0;0;0;1441
6824;00;2018;0;0;0;0;0;509
6831;00;2018;0;0;0;0;0;1812
6855;00;2018;0;0;0;0;0;564
6787;00;2018;0;0;0;0;0;33
6879;00;2018;0;0;0;0;0;-62
6886;00;2018;0;0;0;0;0;2747
6893;00;2018;0;0;0;0;0;-4
5667;00;2018;0;0;0;0;0;384
5674;00;2018;0;0;0;0;0;0
5681;00;2018;0;0;0;0;0;-24
5698;00;2018;0;0;0;0;0;360
5704;00;2018;0;0;0;0;0;5328
5711;00;2018;0;0;0;0;0;2376
17087-18;00;2018;0;0;0;0;0;14
5728;00;2018;0;0;0;0;0;1200
5773;00;2018;0;0;0;0;0;0
5780;00;2018;0;0;0;0;0;0
5797;00;2018;0;0;0;0;0;0
5803;00;2018;0;0;0;0;0;0
5810;00;2018;0;0;0;0;0;408
5827;00;2018;0;0;0;0;0;0
5834;00;2018;0;0;0;0;0;0
5841;00;2018;0;0;0;0;0;48
6909;00;2018;0;0;0;0;0;-6
6916;00;2018;0;0;0;0;0;0
6923;00;2018;0;0;0;0;0;0
6930;00;2018;0;0;0;0;0;228
6947;00;2018;0;0;0;0;0;0
7012;00;2018;0;0;0;0;0;0
7029;00;2018;0;0;0;0;0;0
7036;00;2018;0;0;0;0;0;0
6954;00;2018;0;0;0;0;0;0
6961;00;2018;0;0;0;0;0;0
6978;00;2018;0;0;0;0;0;0
6985;00;2018;0;0;0;0;0;0
6992;00;2018;0;0;0;0;0;0
7005;00;2018;0;0;0;0;0;-4
7340;00;2018;0;0;0;0;0;184
5858;00;2018;0;0;0;0;0;2712
5865;00;2018;0;0;0;0;0;0
5872;00;2018;0;0;0;0;0;6888
5889;00;2018;0;0;0;0;0;9711
5896;00;2018;0;0;0;0;0;11673
5902;00;2018;0;0;0;0;0;8038
5919;00;2018;0;0;0;0;0;756
5926;00;2018;0;0;0;0;0;511
5933;00;2018;0;0;0;0;0;212
5940;00;2018;0;0;0;0;0;526
5957;00;2018;0;0;0;0;0;2271
5964;00;2018;0;0;0;0;0;0
5971;00;2018;0;0;0;0;0;-79
5988;00;2018;0;0;0;0;0;516
5995;00;2018;0;0;0;0;0;1440
6008;00;2018;0;0;0;0;0;-192
6015;00;2018;0;0;0;0;0;7872
6022;00;2018;0;0;0;0;0;802
6039;00;2018;0;0;0;0;0;288
6046;00;2018;0;0;0;0;0;12
6053;00;2018;0;0;0;0;0;0
6060;00;2018;0;0;0;0;0;1
6077;00;2018;0;0;0;0;0;1
6084;00;2018;0;0;0;0;0;1
6091;00;2018;0;0;0;0;0;1
6107;00;2018;0;0;0;0;0;1
6114;00;2018;0;0;0;0;0;1
6121;00;2018;0;0;0;0;0;1
6138;00;2018;0;0;0;0;0;1
6145;00;2018;0;0;0;0;0;1
6152;00;2018;0;0;0;0;0;0
6169;00;2018;0;0;0;0;0;0
6176;00;2018;0;0;0;0;0;0
6183;00;2018;0;0;0;0;0;1
6190;00;2018;0;0;0;0;0;0
6206;00;2018;0;0;0;0;0;0
6213;00;2018;0;0;0;0;0;0
3861;00;2018;0;0;0;0;0;1889
6220;00;2018;0;0;0;0;0;0
4806;00;2018;0;0;0;0;0;847
4813;00;2018;0;0;0;0;0;841
4820;00;2018;0;0;0;0;0;294
4837;00;2018;0;0;0;0;0;1062
4844;00;2018;0;0;0;0;0;469
4851;00;2018;0;0;0;0;0;2562
4868;00;2018;0;0;0;0;0;594
4875;00;2018;0;0;0;0;0;798
4882;00;2018;0;0;0;0;0;1493
4899;00;2018;0;0;0;0;0;1936
4905;00;2018;0;0;0;0;0;1142
4912;00;2018;0;0;0;0;0;2468
4929;00;2018;0;0;0;0;0;1656
4936;00;2018;0;0;0;0;0;1187
4943;00;2018;0;0;0;0;0;1392
4950;00;2018;0;0;0;0;0;1248
4967;00;2018;0;0;0;0;0;56
4974;00;2018;0;0;0;0;0;0
4981;00;2018;0;0;0;0;0;-90
4998;00;2018;0;0;0;0;0;164
5001;00;2018;0;0;0;0;0;0
5018;00;2018;0;0;0;0;0;0
5025;00;2018;0;0;0;0;0;0
5032;00;2018;0;0;0;0;0;0
5049;00;2018;0;0;0;0;0;1104
5056;00;2018;0;0;0;0;0;846
5063;00;2018;0;0;0;0;0;1032
5070;00;2018;0;0;0;0;0;572
5087;00;2018;0;0;0;0;0;264
5094;00;2018;0;0;0;0;0;408
5100;00;2018;0;0;0;0;0;384
5117;00;2018;0;0;0;0;0;360
5124;00;2018;0;0;0;0;0;11296
5131;00;2018;0;0;0;0;0;4808
5148;00;2018;0;0;0;0;0;2237
5155;00;2018;0;0;0;0;0;-152
5162;00;2018;0;0;0;0;0;-36
5179;00;2018;0;0;0;0;0;674
5186;00;2018;0;0;0;0;0;372
4462;00;2018;0;0;0;0;0;1193
4479;00;2018;0;0;0;0;0;234
4486;00;2018;0;0;0;0;0;1206
4493;00;2018;0;0;0;0;0;1317
4509;00;2018;0;0;0;0;0;1328
4516;00;2018;0;0;0;0;0;1133
4523;00;2018;0;0;0;0;0;1340
4530;00;2018;0;0;0;0;0;1410
4547;00;2018;0;0;0;0;0;506
4554;00;2018;0;0;0;0;0;1411
4448;00;2018;0;0;0;0;0;3976
4455;00;2018;0;0;0;0;0;4022
7685;00;2018;0;0;0;0;0;0
7692;00;2018;0;0;0;0;0;0
7708;00;2018;0;0;0;0;0;-2928
7715;00;2018;0;0;0;0;0;-8345
7722;00;2018;0;0;0;0;0;0
1897;00;2018;0;0;0;0;0;-45
3267;00;2018;0;0;0;0;0;2598
3274;00;2018;0;0;0;0;0;-245
1188;00;2018;0;0;0;0;0;4350
1140;00;2018;0;0;0;0;0;0
7470;00;2018;0;0;0;0;0;-24
7487;00;2018;0;0;0;0;0;0
8583;00;2018;0;0;0;0;0;4303
8590;00;2018;0;0;0;0;0;4481
8606;00;2018;0;0;0;0;0;828
9399;00;2018;0;0;0;0;0;1119
8637;00;2018;0;0;0;0;0;972
8675;00;2018;0;0;0;0;0;453
8613;00;2018;0;0;0;0;0;438
8644;00;2018;0;0;0;0;0;2082
8651;00;2018;0;0;0;0;0;1096
8668;00;2018;0;0;0;0;0;1048
8682;00;2018;0;0;0;0;0;592
8705;00;2018;0;0;0;0;0;2011
8712;00;2018;0;0;0;0;0;444
8699;00;2018;0;0;0;0;0;828
8729;00;2018;0;0;0;0;0;1371
8736;00;2018;0;0;0;0;0;276
8743;00;2018;0;0;0;0;0;292
8750;00;2018;0;0;0;0;0;333
7494;00;2018;0;0;0;0;0;1215
7500;00;2018;0;0;0;0;0;-22
7548;00;2018;0;0;0;0;0;51
7555;00;2018;0;0;0;0;0;-65
7562;00;2018;0;0;0;0;0;48
7579;00;2018;0;0;0;0;0;-13
7586;00;2018;0;0;0;0;0;-25
7593;00;2018;0;0;0;0;0;154
7609;00;2018;0;0;0;0;0;0
7616;00;2018;0;0;0;0;0;528
7623;00;2018;0;0;0;0;0;1260
7531;00;2018;0;0;0;0;0;-36
7517;00;2018;0;0;0;0;0;1314
7524;00;2018;0;0;0;0;0;5476
1218;00;2018;0;0;0;0;0;9409
1225;00;2018;0;0;0;0;0;9041
1195;00;2018;0;0;0;0;0;180
1201;00;2018;0;0;0;0;0;288
4158;00;2018;0;0;0;0;0;0
4165;00;2018;0;0;0;0;0;0
4172;00;2018;0;0;0;0;0;0
4189;00;2018;0;0;0;0;0;0
4196;00;2018;0;0;0;0;0;0
1324;00;2018;0;0;0;0;0;0
1331;00;2018;0;0;0;0;0;-24
7364;00;2018;0;0;0;0;0;0
7371;00;2018;0;0;0;0;0;0
7388;00;2018;0;0;0;0;0;563
7395;00;2018;0;0;0;0;0;0
7418;00;2018;0;0;0;0;0;0
7425;00;2018;0;0;0;0;0;0
7432;00;2018;0;0;0;0;0;4
7449;00;2018;0;0;0;0;0;9
7456;00;2018;0;0;0;0;0;0
7463;00;2018;0;0;0;0;0;0
3687;00;2018;0;0;0;0;0;0
1317;00;2018;0;0;0;0;0;312
6848;00;2018;0;0;0;0;0;1056
17169-18;00;2018;0;0;0;0;0;0
17388-18;00;2018;0;0;0;0;0;0
17505-18;00;2018;0;0;0;0;0;0
17510-09;00;2018;0;0;0;0;0;51
17511-09;00;2018;0;0;0;0;0;554
17525-18;00;2018;0;0;0;0;0;110
17558-18;00;2018;0;0;0;0;0;191
17559-18;00;2018;0;0;0;0;0;16
17560-18;00;2018;0;0;0;0;0;5
17561-18;00;2018;0;0;0;0;0;5
17571-18;00;2018;0;0;0;0;0;0
17575-18;00;2018;0;0;0;0;0;0
17598-36;00;2018;0;0;0;0;0;0
17599-36;00;2018;0;0;0;0;0;0
17605-18;00;2018;0;0;0;0;0;0
17649-18;00;2018;0;0;0;0;0;6
17650-18;00;2018;0;0;0;0;0;6
17661-36;00;2018;0;0;0;0;0;0
17734-18;00;2018;0;0;0;0;0;0
17767-36;00;2018;0;0;0;0;0;0
17769-36;00;2018;0;0;0;0;0;0
17799-18;00;2018;0;0;0;0;0;21
17802-18;00;2018;0;0;0;0;0;0
17810-36;00;2018;0;0;0;0;0;0
17823-14;00;2018;0;0;0;0;0;0
17823-28;00;2018;0;0;0;0;0;0
17825-14;00;2018;0;0;0;0;0;6
17826-14;00;2018;0;0;0;0;0;0
17830-14;00;2018;0;0;0;0;0;59
17832-14;00;2018;0;0;0;0;0;0
17836-14;00;2018;0;0;0;0;0;46
17838-14;00;2018;0;0;0;0;0;27
17844-14;00;2018;0;0;0;0;0;0
17857-18;00;2018;0;0;0;0;0;0
89079-36;00;2018;0;0;0;0;0;0
89080-18;00;2018;0;0;0;0;0;571
89082-18;00;2018;0;0;0;0;0;0
34294-20;00;2018;0;0;0;0;0;0
34295-20;00;2018;0;0;0;0;0;0
34385-22;00;2018;0;0;0;0;0;49
34386-22;00;2018;0;0;0;0;0;0
34387-22;00;2018;0;0;0;0;0;116
34388-22;00;2018;0;0;0;0;0;0
34389-22;00;2018;0;0;0;0;0;123
34468-18;00;2018;0;0;0;0;0;0
34469-18;00;2018;0;0;0;0;0;0
34471-18;00;2018;0;0;0;0;0;0
34473-18;00;2018;0;0;0;0;0;0
65005-18;00;2018;0;0;0;0;0;0
81150-22;00;2018;0;0;0;0;0;0
20067-18;00;2018;0;0;0;0;0;0
20074-18;00;2018;0;0;0;0;0;0
CB35288;00;2018;0;0;0;0;0;0
CB35365;00;2018;0;0;0;0;0;0
CB35290;00;2018;0;0;0;0;0;0
CB47318;00;2018;0;0;0;0;0;0
CB47180;00;2018;0;0;0;0;0;0
CB47164;00;2018;0;0;0;0;0;0
CB47165;00;2018;0;0;0;0;0;0
CB30800;00;2018;0;0;0;0;0;0
CB7796;00;2018;0;0;0;0;0;0
1256;00;2018;0;0;0;0;0;-4400
1263;00;2018;0;0;0;0;0;96
1249;00;2018;0;0;0;0;0;0
7739;00;2018;0;0;0;0;0;0
2077-18;00;2018;0;0;0;0;0;0
1362;00;2018;0;0;0;0;0;304
1393;00;2018;0;0;0;0;0;0
6770;00;2018;0;0;0;0;0;660
2642;00;2018;0;0;0;0;0;336
2659;00;2018;0;0;0;0;0;-8689
6589;00;2018;0;0;0;0;0;0
6596;00;2018;0;0;0;0;0;0
6602;00;2018;0;0;0;0;0;0
6619;00;2018;0;0;0;0;0;0
6626;00;2018;0;0;0;0;0;0
6633;00;2018;0;0;0;0;0;4572
6640;00;2018;0;0;0;0;0;504
6657;00;2018;0;0;0;0;0;3816
6664;00;2018;0;0;0;0;0;2940
6572;00;2018;0;0;0;0;0;0
3403;00;2018;0;0;0;0;0;622
6688;00;2018;0;0;0;0;0;-60
6695;00;2018;0;0;0;0;0;1800
6701;00;2018;0;0;0;0;0;491
6718;00;2018;0;0;0;0;0;2880
6725;00;2018;0;0;0;0;0;576
6732;00;2018;0;0;0;0;0;912
1430;00;2018;0;0;0;0;0;6804
1447;00;2018;0;0;0;0;0;6951
1454;00;2018;0;0;0;0;0;3518
1461;00;2018;0;0;0;0;0;3501
1478;00;2018;0;0;0;0;0;2280
1546;00;2018;0;0;0;0;0;1272
1553;00;2018;0;0;0;0;0;1064
1560;00;2018;0;0;0;0;0;-151
1577;00;2018;0;0;0;0;0;276
7777;00;2018;0;0;0;0;0;4384
7753;00;2018;0;0;0;0;0;4
7760;00;2018;0;0;0;0;0;96
7746;00;2018;0;0;0;0;0;5
7784;00;2018;0;0;0;0;0;-444
7791;00;2018;0;0;0;0;0;0
7807;00;2018;0;0;0;0;0;-2
7814;00;2018;0;0;0;0;0;0
7821;00;2018;0;0;0;0;0;0
17861-18;00;2018;0;0;0;0;0;0
17909-09;00;2018;0;0;0;0;0;34
17909-18;00;2018;0;0;0;0;0;0
17919-18;00;2018;0;0;0;0;0;0
17921-18;00;2018;0;0;0;0;0;0
17923-18;00;2018;0;0;0;0;0;0
17924-18;00;2018;0;0;0;0;0;0
17931-18;00;2018;0;0;0;0;0;0
17935-18;00;2018;0;0;0;0;0;0
17978-18;00;2018;0;0;0;0;0;0
17980-18;00;2018;0;0;0;0;0;337
17981-18;00;2018;0;0;0;0;0;178
17982-18;00;2018;0;0;0;0;0;234
17983-18;00;2018;0;0;0;0;0;284
17984-18;00;2018;0;0;0;0;0;0
17985-18;00;2018;0;0;0;0;0;0
17986-18;00;2018;0;0;0;0;0;1
17987-18;00;2018;0;0;0;0;0;0
20077-18;00;2018;0;0;0;0;0;0
20089-18;00;2018;0;0;0;0;0;0
20090-18;00;2018;0;0;0;0;0;0
20146-18;00;2018;0;0;0;0;0;0
20147-18;00;2018;0;0;0;0;0;0
34102-18;00;2018;0;0;0;0;0;0
34109-09;00;2018;0;0;0;0;0;208
34110-09;00;2018;0;0;0;0;0;196
34113-18;00;2018;0;0;0;0;0;2
85140-18;00;2018;0;0;0;0;0;5
85167-36;00;2018;0;0;0;0;0;0
88046-18;00;2018;0;0;0;0;0;11
89073-18;00;2018;0;0;0;0;0;0
17783-36;00;2018;0;0;0;0;0;0
17789-18;00;2018;0;0;0;0;0;0
17803-18;00;2018;0;0;0;0;0;0
17834-14;00;2018;0;0;0;0;0;0
17862-18;00;2018;0;0;0;0;0;0
6749;00;2018;0;0;0;0;0;-21
6756;00;2018;0;0;0;0;0;480
6763;00;2018;0;0;0;0;0;-22
6671;00;2018;0;0;0;0;0;2400
3502;00;2018;0;0;0;0;0;2235
3526;00;2018;0;0;0;0;0;0
3519;00;2018;0;0;0;0;0;620
3557;00;2018;0;0;0;0;0;2929
3540;00;2018;0;0;0;0;0;565
3533;00;2018;0;0;0;0;0;2736
3496;00;2018;0;0;0;0;0;1827
3410;00;2018;0;0;0;0;0;5428
3427;00;2018;0;0;0;0;0;0
3434;00;2018;0;0;0;0;0;1
3472;00;2018;0;0;0;0;0;556
3489;00;2018;0;0;0;0;0;9064
1416;00;2018;0;0;0;0;0;4764
1423;00;2018;0;0;0;0;0;8750
7838;00;2018;0;0;0;0;0;4
7845;00;2018;0;0;0;0;0;492
7852;00;2018;0;0;0;0;0;0
7869;00;2018;0;0;0;0;0;0
7876;00;2018;0;0;0;0;0;0
7883;00;2018;0;0;0;0;0;0
7890;00;2018;0;0;0;0;0;26
7906;00;2018;0;0;0;0;0;0
7913;00;2018;0;0;0;0;0;0
7920;00;2018;0;0;0;0;0;0
7937;00;2018;0;0;0;0;0;0
7944;00;2018;0;0;0;0;0;-2532
7951;00;2018;0;0;0;0;0;1140
7968;00;2018;0;0;0;0;0;660
7975;00;2018;0;0;0;0;0;876
7982;00;2018;0;0;0;0;0;636
8101;00;2018;0;0;0;0;0;3378
7999;00;2018;0;0;0;0;0;1752
8385;00;2018;0;0;0;0;0;3031
8392;00;2018;0;0;0;0;0;2310
8378;00;2018;0;0;0;0;0;-231
8408;00;2018;0;0;0;0;0;6542
8231;00;2018;0;0;0;0;0;-144
8248;00;2018;0;0;0;0;0;0
8255;00;2018;0;0;0;0;0;-66
ESP.6 TASCHE;00;2018;0;0;0;0;0;0
ESP.12 TASCHE;00;2018;0;0;0;0;0;0
8262;00;2018;0;0;0;0;0;518
3076;00;2018;0;0;0;0;0;1334
3045;00;2018;0;0;0;0;0;4854
3069;00;2018;0;0;0;0;0;15
9047;00;2018;0;0;0;0;0;0
9054;00;2018;0;0;0;0;0;116
9061;00;2018;0;0;0;0;0;704
9078;00;2018;0;0;0;0;0;27
9085;00;2018;0;0;0;0;0;367
9092;00;2018;0;0;0;0;0;1045
9108;00;2018;0;0;0;0;0;41
9269;00;2018;0;0;0;0;0;0
9276;00;2018;0;0;0;0;0;850
9283;00;2018;0;0;0;0;0;0
9290;00;2018;0;0;0;0;0;480
9306;00;2018;0;0;0;0;0;856
9313;00;2018;0;0;0;0;0;802
9320;00;2018;0;0;0;0;0;901
9337;00;2018;0;0;0;0;0;127
9344;00;2018;0;0;0;0;0;180
8415;00;2018;0;0;0;0;0;7008
8422;00;2018;0;0;0;0;0;6081
8439;00;2018;0;0;0;0;0;1776
8965;00;2018;0;0;0;0;0;5949
9429;00;2018;0;0;0;0;0;4093
8996;00;2018;0;0;0;0;0;3048
8972;00;2018;0;0;0;0;0;10301
9009;00;2018;0;0;0;0;0;33648
9016;00;2018;0;0;0;0;0;3039
9023;00;2018;0;0;0;0;0;7712
9030;00;2018;0;0;0;0;0;6733
8446;00;2018;0;0;0;0;0;6794
9375;00;2018;0;0;0;0;0;4759
8477;00;2018;0;0;0;0;0;3101
8453;00;2018;0;0;0;0;0;6293
8484;00;2018;0;0;0;0;0;16077
8491;00;2018;0;0;0;0;0;7557
8507;00;2018;0;0;0;0;0;7159
8514;00;2018;0;0;0;0;0;2044
8521;00;2018;0;0;0;0;0;10814
9382;00;2018;0;0;0;0;0;9428
8552;00;2018;0;0;0;0;0;8727
8538;00;2018;0;0;0;0;0;2348
8569;00;2018;0;0;0;0;0;16169
8576;00;2018;0;0;0;0;0;4071
8767;00;2018;0;0;0;0;0;168
9412;00;2018;0;0;0;0;0;468
8798;00;2018;0;0;0;0;0;664
8774;00;2018;0;0;0;0;0;180
8804;00;2018;0;0;0;0;0;144
8811;00;2018;0;0;0;0;0;637
8828;00;2018;0;0;0;0;0;721
8835;00;2018;0;0;0;0;0;384
8842;00;2018;0;0;0;0;0;56100
8880;00;2018;0;0;0;0;0;5644
8897;00;2018;0;0;0;0;0;3815
8903;00;2018;0;0;0;0;0;4263
8910;00;2018;0;0;0;0;0;5078
412000;00;2018;0;0;0;0;0;0
538000;00;2018;0;0;0;0;0;0
433600;00;2018;0;0;0;0;0;0
442200;00;2018;0;0;0;0;0;0
448800;00;2018;0;0;0;0;0;0
17988-18;00;2018;0;0;0;0;0;224
17989-18;00;2018;0;0;0;0;0;0
17992-28;00;2018;0;0;0;0;0;0
17993-28;00;2018;0;0;0;0;0;1
19000-18;00;2018;0;0;0;0;0;0
19004-18;00;2018;0;0;0;0;0;0
19006-28;00;2018;0;0;0;0;0;0
19075-20;00;2018;0;0;0;0;0;6
19099-28;00;2018;0;0;0;0;0;0
19106-18;00;2018;0;0;0;0;0;0
19108-18;00;2018;0;0;0;0;0;0
19129-36;00;2018;0;0;0;0;0;0
19138-18;00;2018;0;0;0;0;0;0
19140-18;00;2018;0;0;0;0;0;0
19166-36;00;2018;0;0;0;0;0;0
19167-18;00;2018;0;0;0;0;0;0
19168-18;00;2018;0;0;0;0;0;0
19171-09;00;2018;0;0;0;0;0;204
19172-09;00;2018;0;0;0;0;0;0
19172-18;00;2018;0;0;0;0;0;0
19175-18;00;2018;0;0;0;0;0;0
