codice;codice alternativo;ean;codice padre;descrizione;descrizione aggiuntiva;unita misura;unita vendita;iva;dimensione;volume;dispo vincolante;richiede autenticazione;novita;online;nome img;extra1;extra2;extra3;colorhex;Lotto;note;data disponibilita;Data_scadenza;creazione;ultima modifica;pezzi_confezione;Punti_fedelta;categoria_provvigione
'5441';'8056459855441';'8056459855441';;'Pallone 12 pz 10 Colore Celeste';'Pallone 12 pz 10 Colore Celeste - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'26/11/2014';'26/11/2014';72;;'004'
'5442';'8057018575442';'8057018575442';;'Ciotola Plastica 18x18cm Crema 6pz';'Ciotola Plastica 18x18cm Crema 6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'17/03/2015';'17/03/2015';48;;'010'
'5444';'8032649255444';'8032649255444';;'Pallone Metallizzato 125 cm. N.0 Col.Oro';'Pallone Metallizzato 125 cm. N.0 Col.Oro - quantita cartone: 12 pz';'PZ';6;22;;;'NO';'NO';'SI';'SI';;'12 pz';'6 pz';'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';6;;'004'
'5445';'8004995655445';'8004995655445';;'Lanterna Globo Stampa Cuori su due lati';'Lanterna Globo Stampa Cuori su due lati - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'007';;;;;'31/12/2030';'12/04/2011';'12/04/2011';36;;'007'
'5451';'8032649255451';'8032649255451';;'Pallone Metallizzato 125 cm. N.1 Col.Oro';'Pallone Metallizzato 125 cm. N.1 Col.Oro - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';72;;'004'
'5452';'8004995655452';'8004995655452';;'Contenitori Marshmallow 6 pz ';'Contenitori Marshmallow 6 pz  - quantita cartone: 36 pz - quantita sottoimballo: 12 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';'12 pz';'010';;;;;'31/12/2030';'12/04/2011';'12/04/2011';36;;'010'
'5458';'8056459855458';'8056459855458';;'Pallone 12 pz 10 Colore Viola';'Pallone 12 pz 10 Colore Viola - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'26/11/2014';'26/11/2014';72;;'004'
'5459';'8057018575459';'8057018575459';;'Ciotola Plastica 18x18cm Rosa 6pz';'Ciotola Plastica 18x18cm Rosa 6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';48;;'010'
'5465';'8056459855465';'8056459855465';;'Pallone 12 pz 10 Colore Verde Acqua';'Pallone 12 pz 10 Colore Verde Acqua - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'26/11/2014';'26/11/2014';72;;'004'
'5466';'8057018575466';'8057018575466';;'Ciotola Plastica 18x18cm Celeste 6pz';'Ciotola Plastica 18x18cm Celeste 6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';48;;'010'
'5468';'8032649255468';'8032649255468';;'Pallone Metallizzato 125 cm. N.2 Col.Oro';'Pallone Metallizzato 125 cm. N.2 Col.Oro - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';72;;'004'
'5469';'8004995655469';'8004995655469';;'Cartella Cuori Bianco 3pz 50 Bustine';'Cartella Cuori Bianco 3pz 50 Bustine - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'004';;;;;'31/12/2030';'12/04/2011';'12/04/2011';12;;'004'
'5472';'8056459855472';'8056459855472';;'Palloni 12 10 pz Verde ';'Palloni 12 10 pz Verde  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'26/11/2014';'26/11/2014';72;;'004'
'5473';'8057018575473';'8057018575473';;'Ciotola Plastica 18x18cm Rosso  6pz';'Ciotola Plastica 18x18cm Rosso  6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';48;;'010'
'5475';'8032649255475';'8032649255475';;'Pallone Metallizzato 125 cm. N.3 Col.Oro';'Pallone Metallizzato 125 cm. N.3 Col.Oro - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';12;;'004'
'5476';'8004995655476';'8004995655476';;'Fazzolettini Euro ';'Fazzolettini Euro  - quantita cartone: 216 pz';'PZ';216;22;;;'NO';'NO';'SI';'NO';;'216 pz';;'011';;;;;'31/12/2030';'12/04/2011';'12/04/2011';216;;'011'
'5480';'8057018575480';'8057018575480';;'Ciotola Plastica 18x18cm oro 6pz';'Ciotola Plastica 18x18cm oro 6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';48;;'010'
'5482';'8032649255482';'8032649255482';;'Pallone Metallizzato 125 cm. N.4 Col.Oro';'Pallone Metallizzato 125 cm. N.4 Col.Oro - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';72;;'004'
'5483';'8004995655483';'8004995655483';;'Tovaglioli Euro';'Tovaglioli Euro - quantita cartone: 108 pz';'PZ';108;22;;;'NO';'NO';'SI';'NO';;'108 pz';;'002';;;;;'31/12/2030';'12/04/2011';'12/04/2011';108;;'002'
'5489';'8056459855489';'8056459855489';;'Cartella Candelina Brillantini 50 pz ';'Cartella Candelina Brillantini 50 pz ';'PZ';1;22;;;'NO';'NO';'SI';'NO';;;;'003';;;'(9688/ 16- 9701/16 -9695/18) ';;'31/12/2030';'06/10/2014';'06/10/2014';1;;'003'
'5490';'8004995655490';'8004995655490';;'Carta Igienica Euro ';'Carta Igienica Euro  - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'NO';;'24 pz';;'002';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'002'
'5496';'8056459855496';'8056459855496';;'Cartella Candelina Spirale  50 pz ';'Cartella Candelina Spirale  50 pz  - quantita cartone: 6 pz';'PZ';6;22;;;'NO';'NO';'SI';'NO';;'6 pz';;'003';;;;;'31/12/2030';'10/01/2015';'10/01/2015';6;;'003'
'5497';'8057018575497';'8057018575497';;'Ciotola Plastica 18x18cm argento 6pz';'Ciotola Plastica 18x18cm argento 6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';48;;'010'
'5499';'8032649255499';'8032649255499';;'Pallone Metallizzato 125 cm. N.5 Col.Oro';'Pallone Metallizzato 125 cm. N.5 Col.Oro - quantita cartone: 12 pz';'PZ';6;22;;;'NO';'NO';'SI';'SI';;'12 pz';'6 pz';'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';6;;'004'
'5502';'8056459855502';'8056459855502';;'Cartella Candelina Monocolore 48 pz ';'Cartella Candelina Monocolore 48 pz  - quantita cartone: 6 pz';'PZ';6;22;;;'NO';'NO';'SI';'NO';;'6 pz';;'003';;;'9558/12- 9480/12-9497/12 9510/12';;'31/12/2030';'10/01/2015';'10/01/2015';6;;'003'
'5503';'8057018575503';'8057018575503';;'Ciotola Plastica 12x12cm bianco  6pz';'Ciotola Plastica 12x12cm bianco  6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'04/08/2016';'04/08/2016';48;;'010'
'5505';'8032649255505';'8032649255505';;'Pallone Metallizzato 125 cm. N.6 Col.Oro';'Pallone Metallizzato 125 cm. N.6 Col.Oro - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';72;;'004'
'5506';'8004995655506';'8004995655506';;'Contenitore Patatine 6 pz ';'Contenitore Patatine 6 pz  - quantita cartone: 36 pz - quantita sottoimballo: 12 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';'12 pz';'010';;;;;'31/12/2030';'12/04/2011';'12/04/2011';36;;'010'
'5510';'8057018575510';'8057018575510';;'Ciotola Plastica 12x12cm Colore Crema';'Ciotola Plastica 12x12cm Colore Crema - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'22/08/2016';'22/08/2016';48;;'010'
'5512';'8032649255512';'8032649255512';;'Pallone Metallizzato 125 cm. N.7 Col.Oro';'Pallone Metallizzato 125 cm. N.7 Col.Oro - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';12;;'004'
'5513';'8004995655513';'8004995655513';;'Biglietti  Laurea ZL 49';'Biglietti  Laurea ZL 49 - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'NO';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5519';'8056459855519';'8056459855519';;'Cartella Candelina Monocolore 48 pz ';'Cartella Candelina Monocolore 48 pz  - quantita cartone: 6 pz';'PZ';6;22;;;'NO';'NO';'SI';'NO';;'6 pz';;'003';;;;;'31/12/2030';'10/01/2015';'10/01/2015';6;;'003'
'5520';'8004995655520';'8004995655520';;'Biglietti Laurea in Cornice';'Biglietti Laurea in Cornice - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'55216';'8003990555216';'8003990555216';;'Tovaglia Rotolo Simpson 7x1,20m';'Tovaglia Rotolo Simpson 7x1,20m - quantita cartone: 25 pz';'PZ';25;22;;;'NO';'NO';'SI';'NO';;'25 pz';;'010';;;;;'31/12/2030';'17/03/2015';'17/03/2015';25;;'010'
'5526';'8056459855526';'8056459855526';;'Cartella Palloni 9 20 bag da 5 pz b/c C';'Cartella Palloni 9 20 bag da 5 pz b/c C - quantita cartone: 40 pz';'PZ';20;22;;;'NO';'NO';'SI';'SI';;'40 pz';'20 pz';'004';;;'CELESTE';;'31/12/2030';'10/01/2015';'10/01/2015';20;;'004'
'5527';'8057018575527';'8057018575527';;'Ciotola Plastica 12x12cm Colore Rosa';'Ciotola Plastica 12x12cm Colore Rosa - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'22/08/2016';'22/08/2016';48;;'010'
'5529';'8032649255529';'8032649255529';;'Pallone Metallizzato 125 cm. N.8 Col.Oro';'Pallone Metallizzato 125 cm. N.8 Col.Oro - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';12;;'004'
'5533';'8056459855533';'8056459855533';;'Cartella Palloni 9 20 bag Tanti Aug.R';'Cartella Palloni 9 20 bag Tanti Aug.R';'PZ';1;22;;;'NO';'NO';'SI';'SI';;;;'004';;;;;'31/12/2030';'06/02/2015';'06/02/2015';1;;'004'
'5534';'8057018575534';'8057018575534';;'Ciotola Plastica 12x12cm Celeste 6pz';'Ciotola Plastica 12x12cm Celeste 6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'04/08/2016';'04/08/2016';48;;'010'
'5536';'8032649255536';'8032649255536';;'Pallone Metallizzato 125 Cm. N.9 Col.Oro';'Pallone Metallizzato 125 Cm. N.9 Col.Oro - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'004';;;;;'31/12/2030';'30/06/2009';'30/06/2009';12;;'004'
'5537';'8004995655537';'8004995655537';;'Biglietti Laurea lettera';'Biglietti Laurea lettera - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5540';'8056459855540';'8056459855540';;'Cartella Palloni 9 20 bag Tanti Aug.C';'Cartella Palloni 9 20 bag Tanti Aug.C';'PZ';1;22;;;'NO';'NO';'SI';'SI';;;;'004';;;;;'31/12/2030';'06/02/2015';'06/02/2015';1;;'004'
'5541';'8057018575541';'8057018575541';;'Ciotola Plastica 12x12cm Rosso 6pz';'Ciotola Plastica 12x12cm Rosso 6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'04/08/2016';'04/08/2016';48;;'010'
'5543';'8032649255543';'8032649255543';;'Occhiali Kiss Misura Media';'Occhiali Kiss Misura Media';'PZ';12;22;;;'NO';'NO';'SI';'NO';;;'12 pz';'011';;;;;'31/12/2030';'11/11/2009';'11/11/2009';12;;'011'
'5544';'8004995655544';'8004995655544';;'Biglietti Laurea Standard';'Biglietti Laurea Standard - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'NO';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5550';'8032649255550';'8032649255550';;'Occhiali Poker Misura Large';'Occhiali Poker Misura Large';'PZ';12;22;;;'NO';'NO';'SI';'NO';;;'12 pz';'011';;;;;'31/12/2030';'11/11/2009';'11/11/2009';12;;'011'
'5551';'8004995655551';'8004995655551';;'Biglietti 18 Anni  T-Shirt';'Biglietti 18 Anni  T-Shirt - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5557';'8056459855557';'8056459855557';;'Cartella Palloni 9 20 buste 4pz smile';'Cartella Palloni 9 20 buste 4pz smile - quantita cartone: 40 pz';'PZ';20;22;;;'NO';'NO';'SI';'SI';;'40 pz';'20 pz';'004';;;;;'31/12/2030';'10/01/2015';'10/01/2015';20;;'004'
'5558';'8057018575558';'8057018575558';;'Ciotola Plastica 12x12cm Oro 6pz';'Ciotola Plastica 12x12cm Oro 6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'04/08/2016';'04/08/2016';48;;'010'
'5564';'8056459855564';'8056459855564';;'Cartella Cuori  12 20 bag 8  Bianco';'Cartella Cuori  12 20 bag 8  Bianco - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'004';;;;;'31/12/2030';'10/01/2015';'10/01/2015';12;;'004'
'5565';'8057018575565';'8057018575565';;'Ciotola Plastica 12x12cm Argento  6pz';'Ciotola Plastica 12x12cm Argento  6pz - quantita cartone: 48 pz';'PZ';48;22;;;'NO';'NO';'SI';'SI';;'48 pz';;'010';;;;;'31/12/2030';'04/08/2016';'04/08/2016';48;;'010'
'5567';'8032649255567';'8032649255567';;'Occhiali Fallo Misura Media';'Occhiali Fallo Misura Media';'PZ';12;22;;;'NO';'NO';'SI';'NO';;;'12 pz';'011';;;;;'31/12/2030';'11/11/2009';'11/11/2009';12;;'011'
'5568';'8004995655568';'8004995655568';;'Biglietti 20/30/40/50/60/70 anni';'Biglietti 20/30/40/50/60/70 anni - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5571';'805645985571';'805645985571';;'Cartella Cuori 12 50 bag 8  Rosso';'Cartella Cuori 12 50 bag 8  Rosso - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'004';;;;;'31/12/2030';'10/01/2015';'10/01/2015';12;;'004'
'5572';'8057018575572';'8057018575572';;'Vassoi Plastica 33x23cm Colore Bianco 2p';'Vassoi Plastica 33x23cm Colore Bianco 2p - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';36;;'010'
'5574';'8032649255574';'8032649255574';;'Occhiali Jolly Misura Large';'Occhiali Jolly Misura Large';'PZ';12;22;;;'NO';'NO';'SI';'NO';;;'12 pz';'011';;;;;'31/12/2030';'11/11/2009';'11/11/2009';12;;'011'
'5575';'8004995655575';'8004995655575';;'Biglietti Porta Fortuna ';'Biglietti Porta Fortuna  - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5581';'8032649255581';'8032649255581';;'Occhiali Cocktail';'Occhiali Cocktail';'PZ';12;22;;;'NO';'NO';'SI';'NO';;;'12 pz';'011';;;;;'31/12/2030';'11/11/2009';'11/11/2009';12;;'011'
'5582';'8004995655582';'8004995655582';;'Biglietti Auguri 18 Anni RL 120';'Biglietti Auguri 18 Anni RL 120 - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'NO';;'24 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5588';'8056459855588';'8056459855588';;'Cartella Cuori 12 20 bag 8 Bianc/Rosso';'Cartella Cuori 12 20 bag 8 Bianc/Rosso - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'004';;;;;'31/12/2030';'12/01/2015';'12/01/2015';12;;'004'
'5589';'8057018575589';'8057018575589';;'Vassoi Plastica 33x23cm Colore Crema 2p';'Vassoi Plastica 33x23cm Colore Crema 2p - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';36;;'010'
'5595';'8056459855595';'8056459855595';;'Ecoppette Cono 125mm 12pz';'Ecoppette Cono 125mm 12pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'008';;;;;'31/12/2030';'15/10/2014';'15/10/2014';72;;'008'
'5596';'8057018575596';'8057018575596';;'Vassoi Plastica 33x23cm Colore rosa 2p';'Vassoi Plastica 33x23cm Colore rosa 2p - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';36;;'010'
'5598';'8032649255598';'8032649255598';;'Cartella Stuzzicadenti';'Cartella Stuzzicadenti - quantita cartone: 6 pz';'PZ';6;22;;;'NO';'NO';'SI';'NO';;'6 pz';;'008';;;;;'31/12/2030';'14/10/2009';'14/10/2009';6;;'008'
'5599';'8004995655599';'8004995655599';;'Biglietti B.C Flower';'Biglietti B.C Flower - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5601';'8056459855601';'8056459855601';;'Ecoppette Cono 125mm 50 pz';'Ecoppette Cono 125mm 50 pz - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'008';;;;;'31/12/2030';'15/10/2014';'15/10/2014';24;;'008'
'5602';'8057018575602';'8057018575602';;'Vassoi Plastica 33x23cm celeste 2p';'Vassoi Plastica 33x23cm celeste 2p - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';36;;'010'
'5604';'8032649255604';'8032649255604';;'Cannucce Happy Birthday 4 Pz.';'Cannucce Happy Birthday 4 Pz. - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'008';;;;;'31/12/2030';'14/05/2009';'14/05/2009';144;;'008'
'5605';'8004995655605';'8004995655605';;'Biglietti  BC  fiori cornice';'Biglietti  BC  fiori cornice - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5611';'8032649255611';'8032649255611';;'Cannucce Palma Col Giallo-Nero 10 Pz';'Cannucce Palma Col Giallo-Nero 10 Pz - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'008';;;;;'31/12/2030';'14/05/2009';'14/05/2009';144;;'008'
'5612';'8004995655612';'8004995655612';;'Biglietti  Buon Compleanno Golosi';'Biglietti  Buon Compleanno Golosi - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5618';'8056459855618';'8056459855618';;'Ecoppette Cono 170mm 10 pz';'Ecoppette Cono 170mm 10 pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'008';;;;;'31/12/2030';'16/10/2014';'16/10/2014';72;;'008'
'5619';'8057018575619';'8057018575619';;'Vassoi Plastica 33x23cm rosso 2p';'Vassoi Plastica 33x23cm rosso 2p - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';36;;'010'
'5625';'8056459855625';'8056459855625';;'Ecoppette Cono 170mm 50 pz';'Ecoppette Cono 170mm 50 pz - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'008';;;;;'31/12/2030';'16/10/2014';'16/10/2014';24;;'008'
'5626';'8057018575626';'8057018575626';;'Vassoi Plastica 33x23cm oro 2p';'Vassoi Plastica 33x23cm oro 2p - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';36;;'010'
'5628';'8032649255628';'8032649255628';;'Cannucce Ombrello 12Pz.';'Cannucce Ombrello 12Pz. - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'008';;;;;'31/12/2030';'14/05/2009';'14/05/2009';144;;'008'
'5629';'8004995655629';'8004995655629';;'Biglietti Augurali T.A / BC';'Biglietti Augurali T.A / BC - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5632';'8056459855632';'8056459855632';;'Ecoppette Cono 180mm 8 pz';'Ecoppette Cono 180mm 8 pz - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'008';;;;;'31/12/2030';'16/10/2014';'16/10/2014';72;;'008'
'5633';'8057018575633';'8057018575633';;'Vassoi Plastica 33x23cm argento 2p';'Vassoi Plastica 33x23cm argento 2p - quantita cartone: 36 pz';'PZ';36;22;;;'NO';'NO';'SI';'SI';;'36 pz';;'010';;;;;'31/12/2030';'29/06/2016';'29/06/2016';36;;'010'
'5635';'8032649255635';'8032649255635';;'Cannucce Frutta 12 Pz';'Cannucce Frutta 12 Pz - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'008';;;;;'31/12/2030';'14/05/2009';'14/05/2009';144;;'008'
'5636';'8004995655636';'8004995655636';;'Biglietti Smile Fluo  ';'Biglietti Smile Fluo   - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5640';'8057018575640';'8057018575640';;'Ventaglio 16 cm Tessuto Bianco ';'Ventaglio 16 cm Tessuto Bianco  - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'12 pz';;'020';;;;;'31/12/2030';'19/05/2016';'19/05/2016';12;;'020'
'5642';'8032649255642';'8032649255642';;'Cannucce Girandola 10 Pz.';'Cannucce Girandola 10 Pz. - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'008';;;;;'31/12/2030';'14/05/2009';'14/05/2009';144;;'008'
'5643';'8004995655643';'8004995655643';;'Biglietti  Buon Compleanno Fiori Shabby';'Biglietti  Buon Compleanno Fiori Shabby - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5649';'8056459855649';'8056459855649';;'Ecoppette cono 180mm  50 pz ';'Ecoppette cono 180mm  50 pz  - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'008';;;;;'31/12/2030';'16/10/2014';'16/10/2014';24;;'008'
'5650';'8004995655650';'8004995655650';;'Biglietti B.Compleanno Animali RL19';'Biglietti B.Compleanno Animali RL19 - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'12/04/2011';'12/04/2011';24;;'012'
'5656';'8056459855656';'8056459855656';;'Ecoppette Barchetta 80mm 18 pz ';'Ecoppette Barchetta 80mm 18 pz  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'008';;;;;'31/12/2030';'16/10/2014';'16/10/2014';72;;'008'
'5657';'8057018575657';'8057018575657';;'Ventaglio 16 cm Tessuto Ecru';'Ventaglio 16 cm Tessuto Ecru - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'12 pz';;'020';;;;;'31/12/2030';'19/05/2016';'19/05/2016';12;;'020'
'5659';'8032649255659';'8032649255659';;'Cannucce Palma Multicolore 12 Pz';'Cannucce Palma Multicolore 12 Pz - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'008';;;;;'31/12/2030';'14/05/2009';'14/05/2009';144;;'008'
'5663';'8056459855663';'8056459855663';;'Ecoppette Barchetta 80mm 50 pz ';'Ecoppette Barchetta 80mm 50 pz  - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'008';;;;;'31/12/2030';'09/01/2015';'09/01/2015';24;;'008'
'5664';'8057018575664';'8057018575664';;'Ventaglio 22 cm Tessuto Bianco ';'Ventaglio 22 cm Tessuto Bianco  - quantita cartone: 12 pz';'PZ';12;22;;;'NO';'NO';'SI';'SI';;'12 pz';;'020';;;;;'31/12/2030';'19/05/2016';'19/05/2016';12;;'020'
